"customer","purchase_amt","email","revenue","number_of_orders","number_of_orders2","recency_days","distance","weights","subclass","pred_purchase_amt"
19598,0,1,106,2,4,39,0.307316318653365,1,"3582",16.9947902698651
19599,0,0,143.5,5,25,29,0.340670055069569,1,"853",17.2365150724556
19600,0,0,537.2,14,196,104,0.548179345444184,1,"3638",30.8180925979593
19603,39.5,0,346.9,12,144,43,0.460404786108908,1,"4325",27.1510192176635
19606,0,0,97.5,2,4,397,0.291664711150174,1,"169",8.95523731624005
19609,0,1,250,6,36,357,0.376769886331858,1,"3584",15.9879519007727
19610,0,0,334.5,23,529,144,0.473235797483504,1,"942",39.4286487443117
19612,0,1,400.9,20,400,14,0.505851259285215,1,"3585",47.3884483354031
19613,0,1,81,2,4,49,0.297738062758327,1,"3586",16.5630641846842
19615,0,1,216.95,7,49,104,0.378760242285661,1,"3587",22.0378853999962
19616,101.6,0,332,7,49,656,0.404751085570032,1,"3873",10.1567634877144
19619,0,1,174.65,8,64,28,0.369699067376607,1,"3588",24.6156298075233
19620,59,0,107,5,25,28,0.326516085205835,1,"7509",16.903728018592
19621,0,0,132,3,9,66,0.322586960895865,1,"4290",14.6415141464427
19623,325.95,1,550.9,9,81,19,0.536748472315573,1,"3589",31.5939601905538
19624,0,1,630.45,7,49,104,0.556862701199251,1,"3590",27.3711176528485
19625,7.9,1,104.85,3,9,529,0.295947633178388,1,"3591",9.96325173035712
19626,0,0,69.5,3,9,23,0.300682373580961,1,"3486",14.8555810681862
19627,0,1,1115.7,26,676,23,0.781380254839176,1,"3592",77.9277410574769
19629,36,1,126,3,9,342,0.310353569362776,1,"3593",12.7322274516401
19630,0,0,521.5,9,81,56,0.522400164063357,1,"6001",25.3322673102163
19631,0,0,158,6,36,434,0.336920139509363,1,"8642",11.3508657973936
19632,0,0,121.5,4,16,318,0.315623767284876,1,"718",11.372542864722
19633,0,0,90.85,3,9,110,0.305503178139072,1,"1450",13.5611175114964
19634,0,1,44,1,1,105,0.276195146208001,1,"3594",14.3251763876711
19636,0,0,16.95,1,1,135,0.265859152390926,1,"5894",11.1504611360094
19637,0,0,75.95,5,25,172,0.309527812992275,1,"538",14.0221902435006
19638,0,0,99,1,1,105,0.295834411416664,1,"5889",12.1627389721265
19640,0,1,214.95,6,36,426,0.359829763730893,1,"3595",14.4454924145012
19642,0,0,29.5,1,1,109,0.271021973728008,1,"6884",11.6044194402075
19643,44,1,543.5,16,256,32,0.559699756158605,1,"3596",42.3521565261884
19645,0,1,141,4,16,108,0.330748662411706,1,"3597",17.9174216752887
19646,0,1,78,2,4,431,0.283514521988808,1,"3598",10.4224559253797
19649,0,1,264,8,64,110,0.403497872273429,1,"3599",23.6328420893204
19650,208,1,49,1,1,348,0.269881311456336,1,"3600",10.6773699387946
19651,0,0,280.5,7,49,392,0.393714495728378,1,"1525",13.6310928389068
19653,0,0,49,2,4,162,0.282332077627995,1,"3379",11.6922020024162
19654,59,1,719.5,19,361,24,0.639614866098696,1,"3601",51.981660713198
19655,0,0,74,1,1,23,0.289614812824532,1,"6651",13.2391012624301
19656,0,0,109,1,1,102,0.29959609224448,1,"3073",12.2812510327157
19657,0,1,69,1,1,98,0.285259882677057,1,"3602",14.6570668189545
19658,0,0,168.9,5,25,13,0.351326810374838,1,"8557",17.8077607346394
19659,0,0,111,3,9,10,0.31663200871941,1,"5496",15.4514350919697
19660,0,1,39,1,1,101,0.274583203497398,1,"3604",14.3514651843125
19661,0,0,151,3,9,14,0.331812924409048,1,"1494",15.7374978052103
19663,0,1,189,1,1,98,0.329902426873336,1,"3605",15.7110407137567
19664,0,1,42.5,1,1,100,0.275837615947118,1,"3606",14.3979696695343
19666,0,1,146.95,3,9,100,0.327077300201391,1,"3607",17.1576164950601
19667,0,0,257,4,16,95,0.377602787667919,1,"3349",16.1072898624111
19668,0,0,59.95,1,1,100,0.281975901722039,1,"2999",11.9525078382633
19669,0,0,69,1,1,100,0.285191831050532,1,"6667",12.0180591277057
19670,0,1,99,1,1,100,0.296008278854515,1,"3609",14.8798355762877
19673,0,0,412.5,12,144,20,0.489967949853832,1,"3214",28.7498086329424
19674,0,0,118.45,7,49,16,0.34244597805098,1,"3673",19.2323019264919
19675,0,1,179,1,1,99,0.326010642489799,1,"3610",15.6026609219185
19676,0,0,39,1,1,99,0.27464969636056,1,"3997",11.8164417252138
19677,0,1,0,2,4,58,0.268691500739584,1,"3611",15.6482513292979
19678,0,1,69,1,1,99,0.285225855644127,1,"3612",14.6397123106672
19679,0,1,19,1,1,99,0.267735887786433,1,"3613",14.2182491694196
19680,0,1,171,4,16,24,0.345629003429006,1,"3614",20.0257792187933
19682,0,0,249,7,49,90,0.392594705247673,1,"371",19.0214391565427
19683,72.5,1,69,6,36,19,0.317896234417276,1,"3615",21.197521321483
19684,0,1,93,2,4,98,0.300423680596008,1,"3616",15.7534499656377
19685,44,1,45,2,4,98,0.283079346437641,1,"3617",15.3238026079685
19686,0,1,71,3,9,98,0.298606114009697,1,"3618",16.4719661716804
19687,0,1,34.5,1,1,98,0.273117584057257,1,"3619",14.3649069172067
19688,0,0,49,1,1,97,0.278214929025569,1,"4927",11.9175061941965
19689,167,1,113,4,16,47,0.322218528856088,1,"3620",18.9025310974289
19691,0,1,136,4,16,97,0.329220982630062,1,"3622",18.0924608287785
19692,0,0,17,1,1,97,0.267115951876165,1,"1270",11.6886306422507
19693,0,1,68,2,4,57,0.292729167186562,1,"3623",16.2890611808173
19695,0,0,24,1,1,96,0.26955252347394,1,"3916",11.7528728207024
19698,0,0,139.9,4,16,4,0.334173778855998,1,"1425",16.7434456783784
19699,0,0,78,3,9,26,0.30371190873462,1,"2013",14.8763001015857
19700,0,1,148,5,25,70,0.340901026673107,1,"3624",19.8286375871001
19701,0,0,40,2,4,103,0.281139178315989,1,"5631",12.5020236241618
19702,0,0,193,5,25,102,0.357573205049877,1,"6270",16.2949259151381
19703,0,0,185,6,36,103,0.360180543772091,1,"7252",17.1276407178825
19704,0,1,49.5,1,1,34,0.280507759824131,1,"3625",15.6268110072975
19705,0,1,38.95,2,4,30,0.283235031769718,1,"3626",16.5309458718637
19706,0,1,143.95,3,9,98,0.325996769426626,1,"3627",17.1679668601574
19707,0,1,245,5,25,126,0.377783899547959,1,"3628",19.6455751474638
19708,0,1,178,5,25,98,0.351721283796166,1,"3629",19.5371670677217
19709,231.75,0,524.5,17,289,100,0.551069854692965,1,"3699",35.1204745192716
19710,0,0,44,2,4,9,0.285746451456882,1,"7484",14.0373435820352
19713,0,1,10,1,1,337,0.257003076749843,1,"3631",10.5683338773467
19715,29,1,205,5,25,33,0.365074178960302,1,"3632",21.3096723153706
19716,0,1,39.5,2,4,125,0.280221285644975,1,"3633",14.7966147908829
19717,0,0,460.85,12,144,207,0.503306323226748,1,"8230",24.2258432740111
19719,0,0,63.95,2,4,50,0.291505918297075,1,"7368",13.5223545985091
19720,0,1,157.95,3,9,380,0.321055531932018,1,"3634",12.3910074380702
19721,0,0,54,3,9,13,0.295359884538636,1,"5358",14.8973748090313
19722,0,1,135,3,9,110,0.322129058553599,1,"3635",16.8468716326437
19723,63.95,1,224.55,6,36,104,0.376232447566685,1,"3636",20.9996660381584
19724,0,0,287,6,36,100,0.402352690964894,1,"4994",18.2001917815341
19725,0,1,394,14,196,77,0.486841125073747,1,"3637",34.7057436486128
19726,30.9,1,515,17,289,22,0.550179473642145,1,"3638",43.9597023039785
19729,0,1,257,3,9,336,0.361621473761687,1,"3639",13.8610946038116
19730,395.33,1,1726,50,2500,10,0.861834843285921,1,"3641",170.368739090101
19733,0,0,39,1,1,33,0.276849564391291,1,"318",12.8100239898685
19734,0,0,387,13,169,102,0.47925649961643,1,"5826",27.3293559950328
19735,72,0,141,4,16,99,0.331081238472681,1,"6124",14.9957241003277
19736,0,0,142,4,16,60,0.332912678620289,1,"4059",15.7075318526719
19738,0,0,102,3,9,102,0.309942151801198,1,"3381",13.7823264266698
19740,0,1,59,1,1,333,0.273839207546463,1,"3642",10.9468467506722
19741,0,0,123,7,49,103,0.340969964752478,1,"486",17.4696360969826
19742,0,1,321.95,6,36,93,0.417420286155892,1,"3643",22.3989140301091
19743,0,1,24.5,1,1,102,0.269527550700652,1,"3644",14.2132442657595
19744,0,0,199.5,13,169,156,0.396519060315616,1,"8227",23.4092124949378
19745,0,0,237.5,3,9,12,0.366243608104644,1,"4109",16.5739550468551
19746,69,1,59,1,1,102,0.281572069698512,1,"3645",14.5029000962091
19748,22.5,1,683.15,26,676,2,0.627302029181965,1,"3646",66.9207514994301
19749,0,1,32,1,1,98,0.272250348504007,1,"3647",14.343921170045
19750,0,1,77,2,4,99,0.294540335385468,1,"3648",15.5909039881074
19753,0,1,91,2,4,41,0.301689360031441,1,"3649",16.8121294945334
19754,0,1,251,4,16,38,0.377372163090902,1,"3650",20.5972875343732
19755,0,0,338,3,9,85,0.404978164888742,1,"7421",16.1266925301267
19757,0,1,39.95,1,1,87,0.275380314351261,1,"3651",14.6001257741678
19758,0,0,164.5,6,36,91,0.352416417056018,1,"5936",17.1654698944685
19759,59.95,1,287.35,6,36,81,0.403262763960039,1,"3652",22.2770147473627
19760,0,0,211.95,5,25,120,0.364526420356276,1,"6106",16.1313685658445
19762,0,1,88,2,4,91,0.298833595127804,1,"3654",15.8372228261694
19763,143.95,0,75,2,4,85,0.294299022305143,1,"7514",13.0485114477522
19765,0,1,44,1,1,90,0.276695898277003,1,"3655",14.582678923963
19766,0,1,59,1,1,90,0.281977386586564,1,"3656",14.7106712568364
19767,0,1,39.5,1,1,90,0.275123415658416,1,"3657",14.5444580350096
19768,0,0,350,6,36,90,0.429520078028739,1,"6461",19.0631249325286
19769,0,1,112,3,9,89,0.314162771936304,1,"3658",17.0359978724519
19773,0,0,134,5,25,94,0.334528337293344,1,"923",15.9013575728545
19774,0,0,301,7,49,94,0.414320501154343,1,"567",19.4877560229853
19775,0,1,29,1,1,210,0.26753308683322,1,"3659",12.5114741785264
19776,0,0,99,1,1,19,0.298833158158548,1,"3654",13.5015993923268
19778,0,0,235.8,8,64,418,0.379507124955687,1,"4564",13.6209543905759
19779,93.95,1,552.45,14,196,18,0.558319392948746,1,"3660",39.6153740772209
19780,0,1,112,3,9,88,0.314198733621382,1,"3661",17.0556116242012
19781,0,0,376,8,64,124,0.450822257791218,1,"2835",20.7005567998132
19782,0,1,67,2,4,50,0.292608930487291,1,"3662",16.4125097686917
19783,0,0,384.9,5,25,97,0.437964778312407,1,"1178",18.2635786279299
19784,0,0,312,13,169,90,0.447147835782286,1,"6253",26.628733529986
19786,0,1,229.85,4,16,185,0.363028274812021,1,"3663",17.2476979853422
19787,0,0,555.4,18,324,94,0.566659232698808,1,"664",37.4100728012993
19788,0,1,200,4,16,92,0.35458769111881,1,"3664",18.8552867120501
19789,0,0,60,1,1,93,0.282230215345553,1,"6523",12.0561162338526
19790,0,0,72,2,4,92,0.292968348785793,1,"6749",12.9152177546533
19791,0,1,296.5,5,25,23,0.403309088867334,1,"3666",22.6290584674276
19792,0,0,72,2,4,96,0.29283008440837,1,"1482",12.8526958520423
19793,0,0,110.5,2,4,55,0.308424490330009,1,"2649",13.8158204608385
19794,69,1,339,3,9,93,0.405077910699157,1,"3667",19.2531051494847
19795,0,0,49,1,1,94,0.278315485164541,1,"3994",11.9615580977712
19796,0,0,382,12,144,232,0.467828637564601,1,"8310",22.6171615977402
19797,0,1,49,1,1,93,0.27834900883893,1,"3668",14.5733204351662
19798,15,1,275.95,6,36,92,0.398033860078482,1,"3669",21.8769981271078
19799,0,0,137,5,25,32,0.338008986646376,1,"7223",17.1142432597322
19802,0,1,152.5,6,36,90,0.347679100013651,1,"3671",20.5080163833107
19803,0,1,255.5,9,81,126,0.404371602569423,1,"3672",24.3221181368973
19804,0,0,189,5,25,97,0.356158970010498,1,"351",16.3523807276422
19805,0,1,203,2,4,95,0.342453527670945,1,"3673",16.8329607168309
19806,313.5,0,724.45,23,529,5,0.645221729741871,1,"3701",53.3205131850263
19807,0,0,162,3,9,623,0.313803386664364,1,"3004",7.40289846769371
19809,0,1,318,9,81,15,0.43550178753322,1,"3674",28.2276410318822
19810,0,0,97,3,9,195,0.304776054163525,1,"7698",12.2777214309402
19812,0,1,220.95,3,9,12,0.359550983461913,1,"3675",19.7543919731077
19813,0,0,68.5,2,4,91,0.291736375200001,1,"4960",12.9039291517988
19814,0,0,204,4,16,3,0.359603988066917,1,"7042",17.3817265880529
19815,0,0,666.4,30,900,67,0.611286696392854,1,"3024",62.8759554661041
19816,0,0,110,3,9,86,0.313517275802429,1,"561",14.114756628157
19818,90,0,928,32,1024,10,0.710385327215632,1,"6195",77.6906138865995
19820,0,1,19.5,1,1,92,0.268136582470354,1,"3676",14.3414205107474
19821,0,1,391.6,11,121,13,0.47692569245959,1,"3677",32.2535963462113
19822,0,0,127,4,16,32,0.328141225339246,1,"5636",16.089972946694
19823,0,1,381.5,12,144,45,0.47538787603967,1,"3678",32.5437816800403
19824,0,0,202.85,5,25,93,0.361887306398664,1,"896",16.5584868978392
19827,0,1,105.95,3,9,96,0.311636536285282,1,"3679",16.8413415494656
19828,0,1,265.75,8,64,12,0.408179904006869,1,"3680",26.2509612734981
19829,0,1,93,2,4,83,0.300950095438171,1,"3681",16.0315173407401
19831,0,0,69,1,1,96,0.285327944060072,1,"2121",12.0772319290926
19832,0,0,361.5,12,144,13,0.468001445010253,1,"1521",28.2189978486905
19836,0,1,44,1,1,93,0.276595703027959,1,"3683",14.5308799437126
19838,25,1,211,5,25,93,0.365185616199872,1,"3684",20.0058346338064
19839,0,0,167,5,25,14,0.35053182295937,1,"5979",17.7685034000347
19841,0,1,237,3,9,77,0.363526903162274,1,"3685",18.5258916753164
19842,0,0,29.5,1,1,92,0.271582893307816,1,"3118",11.8503845594989
19843,99,0,50,4,16,88,0.297207519461422,1,"4583",14.4083782580434
19844,0,1,39,1,1,88,0.275015585891804,1,"3686",14.5747503209585
19846,0,1,88,2,4,75,0.29939342283989,1,"3687",16.1352382412436
19847,0,1,49,1,1,88,0.278516664412729,1,"3688",14.6599400390588
19848,0,1,145,3,9,25,0.329084788693754,1,"3689",18.6680754926772
19849,0,1,89,3,9,88,0.305595675244147,1,"3690",16.8348398806079
19850,0,0,197,3,9,88,0.347082401703835,1,"1060",14.8151676548614
19851,0,0,48,2,4,87,0.284519050672916,1,"1967",12.8090557508267
19854,0,0,76,2,4,86,0.294627732154588,1,"6780",13.0404859675441
19856,0,0,103.5,3,9,86,0.311075563087992,1,"5583",14.0610191652246
19857,0,1,399,1,1,59,0.41707160605192,1,"3692",18.5048075128064
19858,0,0,49.5,1,1,85,0.278793097052727,1,"6569",12.0981670958099
19860,0,0,74,5,25,28,0.313952494612807,1,"5102",16.5899558579962
19861,0,1,40,2,4,85,0.281746718198346,1,"3694",15.5145024789325
19864,34,0,59,1,1,84,0.282180177846629,1,"6369",12.1825955391171
19866,0,1,300,8,64,84,0.419797517163408,1,"3695",24.7638625334929
19870,0,0,116,4,16,36,0.323767394124142,1,"68",15.9145769934639
19871,0,0,59,1,1,83,0.282213984993938,1,"5026",12.1975323100795
19873,0,1,192,5,25,36,0.359704574875753,1,"3696",21.0905216160637
19874,118.5,1,237.5,7,49,24,0.390426961391556,1,"3697",24.2905968849375
19876,0,1,23.5,1,1,53,0.270795161281591,1,"3698",15.0542210529872
19877,0,0,328.5,6,36,82,0.420656263749193,1,"6213",19.0080201808465
19878,0,1,614.5,7,49,18,0.553517740603536,1,"3699",29.6672804740965
19879,0,1,348,2,4,69,0.402653569245335,1,"3700",18.809127714837
19881,0,1,50,2,4,61,0.286117214404033,1,"3702",16.0474997988705
19883,127.95,0,153,4,16,14,0.338917186917245,1,"1367",16.6747624691832
19885,26,1,104.95,7,49,15,0.33718616663664,1,"3703",22.8659795624537
19886,0,1,149,1,1,84,0.315127834857455,1,"3704",15.6071947734982
19888,0,0,74,1,1,87,0.28742217728263,1,"5784",12.2480684929046
19889,0,1,44,4,16,13,0.297630193252696,1,"3705",18.9040408613233
19890,0,1,510.5,16,256,19,0.545968078794977,1,"3706",42.2247437605855
19891,23,1,610.5,14,196,88,0.580346645511701,1,"3707",38.0776937700827
19892,0,1,29,1,1,83,0.271707052799031,1,"3708",14.5761803206676
19893,0,0,198,3,9,19,0.350094543477252,1,"4397",16.073457708864
19894,0,1,178,1,1,86,0.326103060684645,1,"3709",15.8324756964262
19895,0,1,251,4,16,405,0.363092082720038,1,"3710",13.4812143216111
19896,0,0,383,12,144,51,0.475792475019286,1,"172",27.428065426227
19898,0,0,88,2,4,397,0.288243734161726,1,"6757",8.90133524941383
19899,0,0,89,1,1,84,0.292929211526673,1,"1926",12.4044698867204
19900,391.7,1,1965.1,92,8464,17,0.343454732255746,1,"3712",291.596890589695
19901,0,1,117,2,4,88,0.309676147335667,1,"3713",16.158899054437
19902,0,0,17,1,1,435,0.256218609201222,1,"1976",7.58249872366712
19903,0,0,29.5,1,1,83,0.27188014531523,1,"1430",11.9823283064693
19904,0,1,195,4,16,21,0.355298435270905,1,"3714",20.3580823764819
19905,236.5,0,253,4,16,87,0.376273219587896,1,"5749",16.2206706881952
19906,140.5,0,492,9,81,26,0.510765627512556,1,"6143",25.7505063083882
19907,0,0,257.5,8,64,447,0.387335716248677,1,"1520",13.3238117465703
19909,0,0,79,5,25,88,0.313679368847095,1,"1590",15.5148952025265
19910,0,0,0,1,1,85,0.261722191998717,1,"1061",11.7412608392508
19911,0,1,262,5,25,25,0.388796536001245,1,"3715",22.1670100112831
19912,0,1,306,4,16,81,0.398506188703963,1,"3716",20.2359336320084
19913,29,0,221.75,4,16,83,0.363688921614353,1,"6873",16.0075921126112
19914,0,0,354,11,121,89,0.457400221840392,1,"304",24.7360063025011
19915,0,1,69,1,1,88,0.285600287123124,1,"3717",14.8315319230051
19916,0,1,193,9,81,14,0.382746032086988,1,"3718",26.5063828459015
19917,0,0,189,5,25,414,0.344121380359668,1,"4928",11.1712793945627
19918,0,0,54,3,9,87,0.292795993134099,1,"7277",13.6408437841026
19919,0,1,384.8,12,144,1,0.478659824356651,1,"3719",34.0520847955552
19920,0,0,238.5,5,25,104,0.375976234446033,1,"5521",16.6839951106034
19921,0,1,55,1,1,88,0.280630396626715,1,"3721",14.7112475692047
19922,0,1,308.5,6,36,24,0.414502752183977,1,"3722",23.9599008390162
19923,0,0,143,4,16,87,0.332300649678405,1,"6489",15.2267982107606
19924,78.95,0,684.5,10,100,27,0.598526390844588,1,"498",29.7851706404587
19925,0,1,143,4,16,86,0.332337681500998,1,"3723",18.3915308755034
19927,58,0,88,2,4,88,0.298938517064651,1,"5258",13.1021806497286
19928,125,1,489.75,13,169,85,0.524863378327168,1,"3724",34.49725562434
19929,0,0,168,2,4,36,0.330981108899263,1,"1579",14.6163520742183
19930,0,1,159.95,5,25,86,0.345009191667195,1,"3726",19.6055962366047
19931,0,0,396,8,64,83,0.461197135740323,1,"6820",21.8906530634821
19933,0,1,292,7,49,79,0.411111763102473,1,"3727",23.5670447889649
19934,21,1,166,4,16,87,0.341286009254275,1,"3728",18.6074309286515
19935,0,1,183.8,6,36,45,0.361929470729335,1,"3729",21.9173861668588
19937,0,1,279.5,6,36,65,0.400604119917744,1,"3730",22.5730742117293
19938,0,1,105,2,4,86,0.305277947711768,1,"3731",16.0857444699026
19939,201.5,1,2998.45,58,3364,23,0.97584052845364,1,"3732",259.219997208245
19940,0,1,59.9,2,4,83,0.288912239748943,1,"3733",15.7299738174355
19942,0,1,173,6,36,90,0.35585508387979,1,"3734",20.7381472764728
19943,0,1,93,3,9,19,0.3095382012352,1,"3735",18.2589017796662
19944,0,1,422.5,9,81,86,0.477887648067139,1,"3736",27.6601262715519
19945,0,1,196.85,6,36,119,0.364352084142222,1,"3737",20.3450665401912
19946,0,0,49.5,2,4,85,0.285121475267798,1,"7127",12.8516998772998
19947,0,0,46.5,1,1,81,0.277873200143297,1,"3558",12.1356937491934
19948,0,1,106.45,5,25,5,0.327148984677529,1,"3738",20.8345814571721
19949,0,1,59,1,1,80,0.282315421181464,1,"3739",14.8856532288316
19950,0,1,49,2,4,80,0.285113309909001,1,"3740",15.6866368677019
19951,0,1,188,2,4,80,0.337129502188101,1,"3741",16.9815201061967
19952,0,1,26,1,1,80,0.270768801869808,1,"3742",14.6025562298649
19953,0,1,131,5,25,45,0.335181082415297,1,"3743",20.1996210747713
19954,0,0,199,6,36,71,0.367082725653869,1,"587",17.9070861464029
19956,0,0,268,2,4,64,0.369697639532898,1,"3588",14.986894297808
19958,0,1,49,2,4,79,0.285147328871685,1,"3744",15.7049895910004
19959,54,0,59,2,4,79,0.288726022065638,1,"6517",13.019042048209
19961,21,1,120,3,9,79,0.317547110307508,1,"3746",17.3109295676535
19962,0,1,138,2,4,71,0.318198010335001,1,"3747",16.6789295866996
19964,0,1,45,1,1,78,0.277447409400813,1,"3748",14.7999793272891
19965,0,0,251.75,5,25,10,0.385137430219318,1,"5538",18.7141570718557
19967,0,1,90,2,4,68,0.300373166043596,1,"3749",16.285619522796
19969,0,0,39,2,4,41,0.28288021411879,1,"2816",13.4692903690864
19970,0,0,116,3,9,19,0.318201389444918,1,"3747",15.3332634192056
19971,0,0,99,1,1,76,0.296843666148519,1,"6100",12.6014647912614
19973,0,1,565.95,19,361,77,0.573531191282361,1,"3751",46.3294999187868
19974,0,0,29,1,1,75,0.271971342430805,1,"6505",12.0969737363803
19976,0,0,170,5,25,75,0.349409502534361,1,"2440",16.5939048905278
19977,0,1,125,4,16,75,0.325792140349207,1,"3752",18.4363665831018
19978,0,1,444,11,121,22,0.499446978032895,1,"3753",32.7982321944908
19979,69,1,335.9,9,81,71,0.440908515532476,1,"3754",26.8769462889395
19980,0,1,18,1,1,76,0.268145750134303,1,"3755",14.6037019922553
19983,0,1,264.5,6,36,62,0.394440533964319,1,"3756",22.4660044209518
19984,0,0,296.5,4,16,402,0.38180737275454,1,"7103",11.4015233950364
19985,0,0,136.45,4,16,22,0.332165708570056,1,"4751",16.3661074652537
19986,0,1,50,2,4,128,0.283838685588433,1,"3757",14.8345020648591
19987,0,0,185,6,36,20,0.363379008712131,1,"3183",18.8254860696426
19988,0,1,49,2,4,79,0.285147328871685,1,"3758",15.7049895910004
